ContactID,PrimaryFirstName,PrimaryLastName,PrimaryMiddleInitial,ContactName,PrimaryGender,SSN,SSNFlag,DateOfBirth,DateOfDeath,ActiveFlag,DisbursementEligibilityFlag,ValidFrom
71615,Elizabeth,Gilbert,Sherry,Elizabeth Sherry Gilbert,M,893437485,0,1955-02-10,2023-09-04,0,0,04/17/2023 10:44:54.680
71616,Kimberly,Duffy,Frank,Kimberly Frank Duffy,M,502928238,0,1957-08-30,2022-09-01,0,0,11/10/2023 04:00:52.754
71617,Spencer,Shepard,Charles,Spencer Charles Shepard,M,870661394,0,1974-03-01,2021-04-24,0,0,04/03/2023 01:59:34.715
71618,Matthew,Simpson,Jason,Matthew Jason Simpson,F,810939543,0,1976-01-27,2020-05-15,0,0,08/14/2023 10:26:49.091
71619,Dustin,Fernandez,Amanda,Dustin Amanda Fernandez,F,454318303,0,1980-02-04,2021-02-02,0,0,05/18/2023 16:28:30.543
71620,Loretta,Mitchell,William,Loretta William Mitchell,F,860183153,0,1997-11-12,2020-01-06,0,0,04/02/2023 23:48:07.611
71621,Brittney,Newton,Richard,Brittney Richard Newton,F,732151458,0,1992-09-23,2022-02-03,0,0,05/17/2023 06:27:59.578
71622,Joanna,Logan,Christopher,Joanna Christopher Logan,F,471195164,0,1944-02-22,2020-04-06,0,0,06/11/2023 18:35:31.899
71623,Cindy,Cabrera,William,Cindy William Cabrera,F,949251921,0,1960-10-05,2020-12-27,0,0,08/13/2023 23:45:37.469
71624,Michelle,Harrison,James,Michelle James Harrison,M,549876568,0,1976-09-15,2021-11-01,0,0,02/12/2024 12:37:52.400
71625,Eduardo,Williams,Jennifer,Eduardo Jennifer Williams,F,239303130,0,1995-08-07,2023-10-29,0,0,11/27/2023 12:25:11.087
71626,Laura,Watson,Lauren,Laura Lauren Watson,M,118234398,0,1972-03-13,2021-05-26,0,0,04/06/2023 06:39:40.626
71627,Matthew,White,Katherine,Matthew Katherine White,M,695082870,0,1995-08-23,2021-11-25,0,0,02/21/2024 13:53:38.703
71628,Robert,Leon,Dawn,Robert Dawn Leon,F,446786458,0,1995-06-17,2022-02-27,0,0,04/27/2023 10:06:49.019
71629,Antonio,Anderson,Haley,Antonio Haley Anderson,M,537178466,0,1979-10-17,2022-05-05,0,0,01/24/2023 23:08:18.501
71630,Jessica,Young,Troy,Jessica Troy Young,M,254640983,0,1986-10-23,2020-07-07,0,0,03/01/2024 16:51:53.990
71631,Jennifer,Garcia,Manuel,Jennifer Manuel Garcia,F,170672979,0,1944-09-30,2023-08-19,0,0,01/03/2024 01:49:11.271
71632,Joshua,Sandoval,Sierra,Joshua Sierra Sandoval,M,745658403,0,1960-12-12,2022-06-17,0,0,08/02/2023 10:41:11.241
71633,Amy,Garcia,Brian,Amy Brian Garcia,F,442671352,0,1998-08-15,2021-11-08,0,0,09/03/2023 22:11:27.619
71634,Jonathan,Schwartz,Tara,Jonathan Tara Schwartz,M,521628026,0,1960-01-31,2020-05-16,0,0,02/18/2023 20:28:55.844
71635,Erik,Gonzalez,Richard,Erik Richard Gonzalez,F,368058051,0,1948-10-07,2020-04-07,0,0,08/08/2023 02:03:01.608
71636,Martha,Turner,Jasmine,Martha Jasmine Turner,F,777330540,0,1965-04-16,2021-07-01,0,0,08/23/2023 22:02:39.127
71637,Jeffrey,Patton,Patrick,Jeffrey Patrick Patton,F,988969354,0,2000-11-03,2021-05-03,0,0,02/27/2024 03:38:37.252
71638,Adriana,Neal,John,Adriana John Neal,F,649016607,0,1947-09-20,2020-09-24,0,0,09/21/2023 00:40:00.970
71639,Kathryn,Smith,Andrea,Kathryn Andrea Smith,M,383946960,0,1984-05-15,2022-03-31,0,0,02/22/2023 01:00:43.710
71640,Aaron,Galvan,David,Aaron David Galvan,F,229273924,0,2001-10-25,2022-10-20,0,0,07/24/2023 07:26:33.101
71641,Duane,Smith,Mary,Duane Mary Smith,M,846357933,0,1976-06-20,2020-09-01,0,0,03/16/2023 13:38:20.864
71642,Stephanie,Wright,Jennifer,Stephanie Jennifer Wright,M,258336094,0,2001-10-18,2020-12-23,0,0,03/26/2024 00:29:30.167
71643,Megan,Lee,Laura,Megan Laura Lee,F,725135703,0,1983-03-04,2021-09-14,0,0,09/06/2023 10:26:56.444
71644,Edward,Crawford,George,Edward George Crawford,M,103093650,0,1999-02-15,2022-11-22,0,0,07/03/2023 10:29:41.327
71645,Robert,Olson,Marcus,Robert Marcus Olson,M,790308582,0,1979-05-09,2023-05-15,0,0,01/22/2023 19:49:05.608
71646,Hunter,Case,Roy,Hunter Roy Case,F,302928603,0,1943-09-27,2022-05-28,0,0,09/30/2023 20:27:41.319
71647,Robert,Mercer,Thomas,Robert Thomas Mercer,F,639224745,0,1948-02-17,2023-03-30,0,0,03/10/2023 17:50:18.197
71648,Donna,Chavez,Jason,Donna Jason Chavez,M,541702994,0,1993-01-22,2020-12-03,0,0,06/22/2023 10:05:54.146
71649,Monica,Lewis,Joseph,Monica Joseph Lewis,M,685436881,0,1978-07-08,2021-01-26,0,0,08/01/2023 19:30:58.768
71650,Rhonda,Tyler,James,Rhonda James Tyler,F,718070335,0,1984-03-04,2023-07-18,0,0,08/29/2023 23:52:43.895
71651,Michael,Butler,Ashley,Michael Ashley Butler,M,246331924,0,1998-05-27,2021-07-13,0,0,02/28/2024 06:02:21.067
71652,Kristin,Jensen,Nancy,Kristin Nancy Jensen,M,599352637,0,1966-03-31,2021-10-20,0,0,01/08/2023 18:44:42.422
71653,Jeffrey,Jones,Albert,Jeffrey Albert Jones,M,627284134,0,1968-03-11,2020-09-04,0,0,12/10/2023 10:09:16.326
71654,Jacqueline,Hernandez,Dawn,Jacqueline Dawn Hernandez,M,368148844,0,1979-01-10,2020-03-08,0,0,11/16/2023 20:31:03.257
71655,Stefanie,Cortez,Molly,Stefanie Molly Cortez,M,668338739,0,1975-02-22,2023-05-16,0,0,09/20/2023 01:18:19.440
71656,Chad,Wilson,Donna,Chad Donna Wilson,F,160975330,0,1977-07-31,2022-01-03,0,0,05/21/2023 17:54:52.899
71657,Steven,Patterson,David,Steven David Patterson,M,453823122,0,1955-02-09,2021-09-03,0,0,03/20/2024 19:58:19.888
71658,Ann,Young,Robert,Ann Robert Young,F,134052500,0,1988-10-16,2020-05-08,0,0,02/18/2024 11:22:01.224
71659,Kelly,Fletcher,Donna,Kelly Donna Fletcher,M,793218957,0,1992-07-12,2021-07-10,0,0,02/15/2024 04:05:18.517
71660,Eric,Berg,Sara,Eric Sara Berg,F,725940006,0,1971-10-26,2020-10-04,0,0,03/28/2023 23:28:05.381
71661,Tyler,Hart,Julie,Tyler Julie Hart,F,250333503,0,1962-03-01,2020-03-29,0,0,01/10/2024 23:14:54.387
71662,Larry,Christensen,Paige,Larry Paige Christensen,F,957850284,0,1958-10-25,2022-12-17,0,0,05/04/2023 14:40:26.068
71663,Mario,Dudley,Christine,Mario Christine Dudley,M,967922422,0,1965-04-22,2022-11-19,0,0,02/25/2024 12:48:29.483
71664,Danielle,Clements,Elizabeth,Danielle Elizabeth Clements,F,657786539,0,1957-05-31,2022-09-15,0,0,11/12/2023 02:27:15.461
71665,Elizabeth,Bush,Corey,Elizabeth Corey Bush,M,851050969,0,1968-12-12,2023-05-06,0,0,02/13/2023 07:43:40.782
71666,James,Thompson,Victoria,James Victoria Thompson,M,160526310,0,1983-08-05,2020-02-26,0,0,05/04/2023 22:53:58.763
71667,Danielle,Carter,Ashley,Danielle Ashley Carter,F,937133146,0,2001-06-16,2021-06-08,0,0,01/01/2024 14:37:46.323
71668,Alicia,Cannon,Deborah,Alicia Deborah Cannon,F,441657148,0,1967-03-30,2022-04-05,0,0,05/12/2023 02:34:11.517
71669,Timothy,Mcintyre,Kevin,Timothy Kevin Mcintyre,M,859146007,0,1977-02-27,2020-05-22,0,0,02/23/2023 12:48:34.906
71670,Daniel,Byrd,Ashley,Daniel Ashley Byrd,F,426343801,0,1973-04-24,2022-01-04,0,0,05/15/2023 08:22:42.984
71671,Logan,Singleton,Katherine,Logan Katherine Singleton,M,548890644,0,2003-12-14,2022-08-29,0,0,09/02/2023 19:54:55.186
71672,Brittany,Day,Amanda,Brittany Amanda Day,M,194838654,0,2001-10-26,2021-10-23,0,0,04/07/2023 14:51:00.067
71673,Erin,Huynh,Justin,Erin Justin Huynh,M,435033072,0,1963-09-06,2023-11-13,0,0,08/05/2023 03:23:21.234
71674,Jennifer,Adams,Brett,Jennifer Brett Adams,F,491318587,0,1981-01-08,2021-09-02,0,0,10/24/2023 05:19:43.228
71675,Caroline,Guerrero,Abigail,Caroline Abigail Guerrero,M,160038135,0,1966-08-05,2022-06-02,0,0,06/03/2023 22:09:12.586
71676,James,Hopkins,Joseph,James Joseph Hopkins,F,986796374,0,1957-07-16,2022-06-12,0,0,06/01/2023 05:11:18.912
71677,Jeffrey,Anderson,Stephen,Jeffrey Stephen Anderson,M,208876369,0,1981-09-26,2023-11-09,0,0,02/12/2023 22:21:29.202
71678,Nicole,Sanchez,Jody,Nicole Jody Sanchez,F,494929841,0,1949-07-12,2023-04-01,0,0,12/19/2023 03:58:35.410
71679,Gary,Watson,Rebecca,Gary Rebecca Watson,F,346595861,0,1989-04-20,2022-06-16,0,0,03/12/2023 08:27:50.101
71680,Leonard,Moody,James,Leonard James Moody,M,101945223,0,1996-11-25,2023-01-24,0,0,05/06/2023 17:13:38.327
71681,Tiffany,Carr,Jerome,Tiffany Jerome Carr,F,176639533,0,1956-06-17,2023-02-14,0,0,07/10/2023 03:44:45.314
71682,Charles,Henderson,Diane,Charles Diane Henderson,M,203790198,0,1949-09-21,2022-02-26,0,0,03/22/2024 15:42:50.935
71683,Robert,Hall,Brian,Robert Brian Hall,M,699374522,0,1991-12-01,2020-06-11,0,0,06/05/2023 15:20:11.661
71684,Vickie,Reed,Julia,Vickie Julia Reed,M,661667875,0,1982-09-21,2022-02-11,0,0,01/13/2024 06:34:38.445
71685,Shelly,Lawrence,Misty,Shelly Misty Lawrence,M,435515974,0,1985-11-21,2022-05-28,0,0,07/03/2023 17:17:08.715
71686,Latasha,Burton,Matthew,Latasha Matthew Burton,F,273005470,0,2000-12-23,2020-06-24,0,0,06/30/2023 22:30:01.596
71687,Traci,Carter,Jonathan,Traci Jonathan Carter,F,942536691,0,1991-11-25,2020-08-23,0,0,01/15/2023 01:40:33.638
71688,Steven,Perez,Chad,Steven Chad Perez,M,791015983,0,2004-08-07,2021-11-21,0,0,08/14/2023 22:07:56.406
71689,Daniel,Murray,Lisa,Daniel Lisa Murray,M,519923485,0,1960-11-21,2021-11-19,0,0,07/09/2023 21:32:37.487
71690,Ryan,Franklin,Jessica,Ryan Jessica Franklin,M,403567532,0,1998-10-28,2022-02-16,0,0,01/25/2023 04:47:00.044
71691,Jennifer,Garza,Elizabeth,Jennifer Elizabeth Garza,F,241037588,0,1963-09-26,2021-07-23,0,0,02/13/2023 15:08:58.141
71692,Kelly,Gonzalez,Patrick,Kelly Patrick Gonzalez,F,393444908,0,1953-07-02,2021-09-22,0,0,11/30/2023 12:38:11.723
71693,Kevin,Johnson,Karen,Kevin Karen Johnson,F,301248891,0,1947-05-30,2022-06-05,0,0,03/28/2024 01:37:23.327
71694,Jenna,James,Kenneth,Jenna Kenneth James,F,464948092,0,1997-01-23,2022-06-27,0,0,10/06/2023 10:34:03.689
71695,Marilyn,Moran,Michael,Marilyn Michael Moran,F,340526374,0,2003-10-07,2020-07-28,0,0,03/22/2023 16:04:17.769
71696,Jennifer,Marshall,Brandi,Jennifer Brandi Marshall,F,354901453,0,1965-12-22,2022-01-16,0,0,06/04/2023 16:30:16.784
71697,Shane,Bishop,Laura,Shane Laura Bishop,M,227438426,0,2000-02-03,2022-09-06,0,0,07/12/2023 11:55:59.304
71698,Rachael,Meyer,Jacqueline,Rachael Jacqueline Meyer,M,380336584,0,1977-03-22,2022-01-12,0,0,08/17/2023 18:56:18.968
71699,Lori,Ross,Stephanie,Lori Stephanie Ross,M,686966324,0,1998-05-06,2021-11-04,0,0,08/05/2023 17:05:58.876
71700,Michael,Thomas,Olivia,Michael Olivia Thomas,M,240637776,0,1952-04-07,2022-08-03,0,0,11/08/2023 17:02:17.704
71701,Amy,Jones,Penny,Amy Penny Jones,F,238297430,0,1985-04-17,2020-03-17,0,0,03/21/2023 17:58:40.588
71702,Ashley,Jones,Karen,Ashley Karen Jones,M,392025317,0,1989-10-13,2020-12-15,0,0,04/22/2023 16:25:25.104
71703,Kevin,Carpenter,Courtney,Kevin Courtney Carpenter,M,326349553,0,2002-09-29,2020-11-14,0,0,02/12/2024 01:29:22.992
71704,Jessica,Davis,Wendy,Jessica Wendy Davis,F,675716104,0,2001-11-23,2023-06-09,0,0,08/16/2023 01:01:31.610
71705,Derrick,Hansen,David,Derrick David Hansen,M,287833838,0,1998-12-20,2021-05-24,0,0,05/13/2023 04:01:58.132
71706,Melanie,Clay,Angela,Melanie Angela Clay,F,258774457,0,1981-10-05,2021-06-26,0,0,02/06/2023 00:29:53.756
71707,Rachel,Gentry,Robert,Rachel Robert Gentry,F,160063425,0,1948-05-04,2022-01-17,0,0,05/29/2023 17:00:40.190
71708,Nicole,Proctor,Carl,Nicole Carl Proctor,M,977400090,0,1962-08-04,2023-12-07,0,0,02/25/2024 13:17:34.184
71709,Jose,Wise,Jason,Jose Jason Wise,M,475145081,0,1954-09-21,2021-05-06,0,0,04/19/2023 18:24:26.735
71710,Gary,Pacheco,Arthur,Gary Arthur Pacheco,M,469324684,0,1981-10-18,2023-10-19,0,0,01/12/2023 10:16:08.164
71711,Katherine,Hale,David,Katherine David Hale,M,961633803,0,1997-06-21,2022-03-18,0,0,10/02/2023 04:08:17.111
71712,Todd,Williams,Vanessa,Todd Vanessa Williams,F,198053438,0,2005-10-05,2023-10-05,0,0,04/01/2023 21:36:07.994
71713,Sean,Ortiz,Bryan,Sean Bryan Ortiz,F,511030998,0,1987-09-13,2020-04-15,0,0,04/12/2023 18:34:22.082
71714,Mary,Brooks,Jennifer,Mary Jennifer Brooks,M,936350246,0,1975-08-28,2020-12-24,0,0,11/29/2023 11:28:25.958
71715,Cristian,Jones,Dana,Cristian Dana Jones,F,518356917,0,1954-05-27,2021-01-30,0,0,08/07/2023 16:33:16.775
71716,Meredith,Hopkins,Sydney,Meredith Sydney Hopkins,F,655776331,0,1969-10-07,2023-10-17,0,0,01/26/2023 21:04:11.988
71717,Adam,Mathis,Ryan,Adam Ryan Mathis,F,208578707,0,2001-05-22,2023-10-17,0,0,02/15/2024 14:55:20.513
71718,Colleen,Foley,Laura,Colleen Laura Foley,M,165569843,0,1950-11-11,2021-09-27,0,0,12/17/2023 14:36:02.020
71719,Kimberly,Molina,Jeffery,Kimberly Jeffery Molina,M,984445795,0,1956-12-08,2020-06-13,0,0,11/07/2023 07:54:52.622
71720,Dustin,Morris,Clinton,Dustin Clinton Morris,M,696850705,0,2001-11-07,2022-01-18,0,0,08/11/2023 21:15:05.255
71721,David,Freeman,Terri,David Terri Freeman,F,523361525,0,1964-01-14,2021-08-08,0,0,07/17/2023 15:17:01.222
71722,Michael,Davis,Helen,Michael Helen Davis,M,405403023,0,1994-02-18,2023-08-14,0,0,02/14/2024 07:14:14.543
71723,Colleen,Flores,Phyllis,Colleen Phyllis Flores,F,239169968,0,1984-01-09,2022-10-16,0,0,08/08/2023 07:51:11.694
71724,Andrew,Watson,Madeline,Andrew Madeline Watson,M,513345682,0,1971-03-30,2023-01-01,0,0,08/08/2023 03:32:40.884
71725,Christopher,Wallace,Vincent,Christopher Vincent Wallace,F,868591796,0,1969-12-15,2023-06-16,0,0,04/14/2023 13:07:00.204
71726,Angela,Rivera,John,Angela John Rivera,F,305808166,0,1982-10-10,2022-04-01,0,0,05/28/2023 20:52:36.031
71727,Judith,Davila,Richard,Judith Richard Davila,M,981107276,0,1944-12-26,2020-05-17,0,0,07/08/2023 20:45:53.214
71728,John,Harris,Carlos,John Carlos Harris,M,446041023,0,1994-01-18,2022-01-28,0,0,04/26/2023 09:39:29.916
71729,Adam,Wright,Charles,Adam Charles Wright,M,862053882,0,2000-11-07,2021-10-25,0,0,02/02/2023 03:19:50.806
71730,Morgan,Phelps,Anthony,Morgan Anthony Phelps,F,370022265,0,1973-09-04,2022-12-08,0,0,03/29/2023 01:27:34.628
71731,Catherine,Powers,Michael,Catherine Michael Powers,F,446080961,0,1992-07-12,2022-09-19,0,0,02/16/2024 08:57:22.769
71732,Albert,Rodriguez,Ashley,Albert Ashley Rodriguez,F,676190256,0,1946-10-07,2023-12-28,0,0,04/14/2023 22:44:37.121
71733,James,Middleton,Tina,James Tina Middleton,F,842936309,0,1952-01-04,2021-08-26,0,0,11/02/2023 07:20:51.842
71734,Jennifer,Gillespie,Cindy,Jennifer Cindy Gillespie,F,364809644,0,1994-09-19,2021-01-20,0,0,08/09/2023 15:03:25.571
71735,David,Gonzalez,Steven,David Steven Gonzalez,M,150704160,0,1984-03-31,2023-05-15,0,0,01/15/2024 11:07:25.611
71736,Amanda,Wolf,Kent,Amanda Kent Wolf,F,533565003,0,1943-06-24,2021-12-23,0,0,07/01/2023 17:43:00.679
71737,Susan,Foster,Heather,Susan Heather Foster,M,559174324,0,1958-01-24,2021-05-23,0,0,04/01/2023 21:11:49.266
71738,Jon,Palmer,Monique,Jon Monique Palmer,F,394906980,0,1987-02-12,2023-06-23,0,0,06/29/2023 21:30:34.645
71739,Michele,Rocha,Tracey,Michele Tracey Rocha,F,263384850,0,1971-11-14,2020-02-28,0,0,05/15/2023 15:05:48.524
71740,Seth,Roberts,Jessica,Seth Jessica Roberts,M,277898127,0,1955-08-21,2020-10-27,0,0,03/09/2023 22:09:08.510
71741,Cindy,Garcia,Bradley,Cindy Bradley Garcia,F,958476971,0,1987-01-15,2021-10-11,0,0,02/22/2023 17:34:31.524
71742,Christopher,White,David,Christopher David White,F,174616177,0,1982-08-05,2022-01-11,0,0,01/08/2023 02:11:20.510
71743,Nicole,Andrews,Anthony,Nicole Anthony Andrews,F,501408336,0,1999-10-25,2021-10-19,0,0,02/10/2024 22:24:46.209
71744,Loretta,Morrison,Anita,Loretta Anita Morrison,F,315113306,0,1967-11-24,2020-01-23,0,0,05/10/2023 18:14:41.011
71745,Jessica,Carr,Christy,Jessica Christy Carr,F,710248273,0,1986-10-10,2020-10-26,0,0,01/07/2024 13:41:23.009
71746,Brian,Jackson,Ralph,Brian Ralph Jackson,M,176334460,0,1992-12-04,2022-01-05,0,0,02/02/2024 19:13:48.427
71747,Leah,Reid,Darlene,Leah Darlene Reid,M,366967618,0,1945-01-19,2021-05-23,0,0,06/05/2023 21:38:30.791
71748,Jonathan,Dunn,Antonio,Jonathan Antonio Dunn,F,291740689,0,1945-12-03,2021-06-23,0,0,09/28/2023 16:32:28.770
71749,Brian,Wallace,Franklin,Brian Franklin Wallace,M,732186690,0,1949-08-30,2023-06-10,0,0,03/14/2024 14:33:52.172
71750,Lindsay,Davis,Corey,Lindsay Corey Davis,M,727366391,0,1958-11-24,2021-03-24,0,0,11/19/2023 17:52:25.629
71751,Amanda,Arnold,Danny,Amanda Danny Arnold,M,661763098,0,1952-11-16,2020-10-19,0,0,02/19/2023 23:22:21.780
71752,Tammy,Villanueva,Rhonda,Tammy Rhonda Villanueva,F,916765044,0,2003-11-11,2022-12-12,0,0,05/09/2023 20:15:34.169
71753,Patricia,Anthony,Sara,Patricia Sara Anthony,M,208911721,0,1964-06-01,2022-10-20,0,0,12/20/2023 07:06:37.483
71754,Kirk,Reyes,Nicholas,Kirk Nicholas Reyes,F,557606011,0,1985-11-03,2020-05-06,0,0,01/06/2023 12:39:36.027
71755,Jon,Maxwell,Randy,Jon Randy Maxwell,M,539300853,0,1994-05-04,2020-10-18,0,0,11/10/2023 07:43:59.282
71756,Ashley,Reed,Chelsey,Ashley Chelsey Reed,M,883112320,0,1994-06-16,2022-08-16,0,0,09/24/2023 18:16:42.743
71757,Carrie,Warren,Thomas,Carrie Thomas Warren,M,725659169,0,1966-03-02,2021-09-02,0,0,02/25/2023 16:39:54.246
71758,Ronald,Martin,Lisa,Ronald Lisa Martin,M,997014888,0,1969-05-27,2020-02-11,0,0,08/09/2023 02:54:34.544
71759,Michelle,Hendricks,Rachel,Michelle Rachel Hendricks,F,236575233,0,1949-01-26,2021-09-05,0,0,07/04/2023 20:07:55.638
71760,Crystal,Horton,Brad,Crystal Brad Horton,M,472595257,0,1951-01-31,2020-09-06,0,0,07/05/2023 02:50:12.582
71761,Richard,Andrews,Christopher,Richard Christopher Andrews,M,340515925,0,1974-02-17,2020-03-16,0,0,05/18/2023 07:03:58.773
71762,Sonia,Williams,Crystal,Sonia Crystal Williams,M,197125951,0,1986-01-25,2020-12-16,0,0,10/21/2023 06:19:27.104
71763,Bryan,Moyer,Monique,Bryan Monique Moyer,M,345545722,0,1993-05-20,2022-03-20,0,0,10/01/2023 17:32:52.292
71764,Adrienne,Boyd,Kristina,Adrienne Kristina Boyd,F,628247151,0,1970-11-26,2022-09-21,0,0,11/10/2023 03:38:07.541
71765,Sara,Silva,Christopher,Sara Christopher Silva,F,350806232,0,1959-07-30,2022-07-07,0,0,03/03/2024 20:39:44.599
71766,Anthony,Mullen,Kenneth,Anthony Kenneth Mullen,F,566999346,0,1959-03-12,2021-03-07,0,0,05/13/2023 23:23:42.807
71767,Elizabeth,Barrett,Michael,Elizabeth Michael Barrett,M,542707997,0,1951-10-02,2022-08-21,0,0,08/01/2023 22:30:58.530
71768,Joshua,Davis,Miranda,Joshua Miranda Davis,M,374447959,0,1970-07-05,2023-02-13,0,0,08/18/2023 10:06:19.974
71769,Thomas,Moore,Sandra,Thomas Sandra Moore,M,238713445,0,1971-06-08,2021-04-08,0,0,08/06/2023 00:38:28.392
71770,Nathan,Bradshaw,Wendy,Nathan Wendy Bradshaw,F,931894939,0,1958-06-04,2023-09-23,0,0,01/04/2023 02:24:18.327
71771,Michael,Bryant,Renee,Michael Renee Bryant,M,647388167,0,1991-01-03,2022-09-14,0,0,03/17/2023 11:56:56.284
71772,Scott,Martin,Dwayne,Scott Dwayne Martin,F,123484001,0,1962-11-10,2021-07-05,0,0,12/16/2023 04:42:03.390
71773,Megan,Thornton,Austin,Megan Austin Thornton,M,851216338,0,1978-03-14,2022-07-13,0,0,02/09/2024 23:44:15.057
71774,Christine,Long,Kim,Christine Kim Long,M,858174724,0,2001-04-18,2022-11-16,0,0,06/26/2023 19:34:52.186
71775,Adrian,Stevens,Paul,Adrian Paul Stevens,M,453463977,0,1971-12-20,2020-08-25,0,0,04/14/2023 06:06:16.346
71776,Brandon,Waller,Christopher,Brandon Christopher Waller,F,915460263,0,1981-10-19,2020-07-30,0,0,02/02/2024 16:50:35.422
71777,Albert,Ross,David,Albert David Ross,F,771377932,0,1989-11-26,2020-12-14,0,0,01/06/2024 03:11:55.931
71778,Gwendolyn,Williams,Danielle,Gwendolyn Danielle Williams,M,160408220,0,1968-04-16,2021-09-07,0,0,04/06/2023 17:06:48.657
71779,Lisa,Greer,Chelsey,Lisa Chelsey Greer,M,280155007,0,1969-05-08,2020-03-20,0,0,07/23/2023 16:11:05.164
71780,Tony,Barnes,Julian,Tony Julian Barnes,M,198481451,0,1944-04-14,2023-02-06,0,0,04/21/2023 10:58:36.165
71781,Julie,Riddle,Jeremiah,Julie Jeremiah Riddle,M,844731481,0,1975-07-22,2023-05-21,0,0,03/21/2023 18:21:12.782
71782,Adam,Holder,Danielle,Adam Danielle Holder,M,499450650,0,1945-10-14,2021-08-07,0,0,01/31/2024 13:23:12.831
71783,Kathleen,Reed,Nicole,Kathleen Nicole Reed,F,920793687,0,1979-06-13,2020-12-01,0,0,07/05/2023 12:30:10.665
71784,Steven,Lee,Adam,Steven Adam Lee,F,511963405,0,1987-06-25,2021-06-16,0,0,10/04/2023 06:31:14.777
71785,Kenneth,Brown,Melinda,Kenneth Melinda Brown,M,890865734,0,2000-01-21,2023-12-07,0,0,03/17/2023 21:55:23.989
71786,Erik,Riley,Gerald,Erik Gerald Riley,F,362316093,0,1981-02-21,2021-10-13,0,0,12/20/2023 15:10:37.775
71787,Lisa,Lane,Cynthia,Lisa Cynthia Lane,M,484997108,0,1970-04-30,2022-09-17,0,0,01/22/2024 15:36:09.088
71788,Diana,Taylor,Brianna,Diana Brianna Taylor,M,842346018,0,1944-08-21,2020-05-11,0,0,05/29/2023 19:22:56.802
71789,Amanda,Goodwin,Alicia,Amanda Alicia Goodwin,F,594689677,0,1963-12-17,2021-03-12,0,0,07/22/2023 04:03:02.688
71790,Sandra,Owen,Javier,Sandra Javier Owen,F,935880378,0,1944-06-09,2023-01-08,0,0,07/12/2023 15:33:20.557
71791,Joshua,Avila,Joel,Joshua Joel Avila,M,981388806,0,1970-04-04,2023-04-10,0,0,02/13/2023 18:23:40.740
71792,Jacob,Carter,Jennifer,Jacob Jennifer Carter,F,438682553,0,1948-09-19,2022-11-11,0,0,10/20/2023 22:03:33.926
71793,Russell,Rosales,Amanda,Russell Amanda Rosales,F,588021636,0,1983-05-23,2023-03-25,0,0,05/10/2023 13:02:39.430
71794,Sabrina,Lee,Gabriella,Sabrina Gabriella Lee,M,652808000,0,2002-09-26,2020-02-21,0,0,03/16/2024 00:40:48.967
71795,Jacob,Green,Christina,Jacob Christina Green,M,114996439,0,1965-08-22,2021-04-19,0,0,02/28/2024 18:04:35.124
71796,Danielle,Taylor,William,Danielle William Taylor,F,541179932,0,1968-08-02,2021-11-26,0,0,10/29/2023 13:26:14.526
71797,Alexis,Navarro,Allison,Alexis Allison Navarro,M,769510798,0,1993-03-10,2023-06-01,0,0,10/01/2023 12:31:03.003
71798,Elizabeth,Butler,Emily,Elizabeth Emily Butler,F,578752171,0,1949-04-17,2022-07-30,0,0,08/03/2023 09:00:10.762
71799,Benjamin,Mays,Jenna,Benjamin Jenna Mays,M,670204450,0,1974-01-14,2022-06-19,0,0,03/22/2023 17:00:27.870
71800,Tiffany,Harris,Sean,Tiffany Sean Harris,F,313469893,0,1943-09-07,2022-01-01,0,0,09/24/2023 14:14:38.040
71801,Laura,Blankenship,Margaret,Laura Margaret Blankenship,F,865141380,0,2002-12-01,2022-12-31,0,0,05/04/2023 21:16:00.001
71802,Jennifer,Gallagher,Sheila,Jennifer Sheila Gallagher,F,294189620,0,1965-07-10,2020-11-24,0,0,11/12/2023 14:25:58.538
71803,Cassandra,Graham,Kimberly,Cassandra Kimberly Graham,F,917353351,0,1961-01-10,2023-09-08,0,0,01/21/2024 00:33:18.406
71804,Lindsey,Davis,Victoria,Lindsey Victoria Davis,M,510517646,0,1964-09-01,2023-09-30,0,0,03/17/2023 02:54:19.680
71805,Joshua,Garcia,Shelly,Joshua Shelly Garcia,M,565259565,0,1971-03-15,2022-06-14,0,0,06/17/2023 12:06:53.708
71806,David,Barber,Ann,David Ann Barber,M,277224715,0,1993-11-22,2023-09-19,0,0,08/30/2023 16:48:51.902
71807,Glen,Liu,Erik,Glen Erik Liu,F,546284745,0,1993-11-03,2021-01-02,0,0,07/29/2023 15:49:54.338
71808,Joshua,Chen,Heather,Joshua Heather Chen,F,862275090,0,1946-10-25,2021-09-02,0,0,09/09/2023 06:43:30.133
71809,Dakota,Sutton,Richard,Dakota Richard Sutton,F,140597684,0,1954-08-10,2020-07-26,0,0,05/15/2023 11:18:24.447
71810,Christine,Holt,Lisa,Christine Lisa Holt,F,598809380,0,1980-12-17,2023-05-14,0,0,08/13/2023 17:50:28.530
71811,Linda,Perez,Kristin,Linda Kristin Perez,F,452877978,0,1984-12-11,2021-03-10,0,0,01/21/2023 13:59:07.459
71812,Deborah,Mercado,Bruce,Deborah Bruce Mercado,M,896099846,0,1959-12-13,2022-05-17,0,0,05/17/2023 05:10:06.440
